"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42804","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-07-09","broken","2026-07-09","","search.spec.ts","",""
"","40177","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-07-09","broken","2026-07-09","","search.spec.ts","",""
"","42851","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-07-09","broken","2026-07-09","","loginpage.spec.ts","",""
"","16344","@smoke DELETE - delete user","chromium","2026-07-09","passed","2026-07-09","","API/users.api.indi.spec.ts","",""
"","3614","@smoke create user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","1123","@smoke Update user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","2229","@smoke get user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","40183","@smoke invalid login test with JSON data - - Test@123","chromium","2026-07-09","broken","2026-07-09","","loginpage.spec.ts","",""
"","40186","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-07-09","broken","2026-07-09","","loginpage.spec.ts","",""
"","42774","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-07-09","broken","2026-07-09","","search.spec.ts","",""
