"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2217","@smoke invalid login test with JSON data - - Test@123","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","2440","logout link exist test","chromium","2026-06-28","passed","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","7028","Verify product image count","chromium","2026-06-28","passed","2026-06-28","","productPage.spec.ts","",""
"","2242","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","1815","login page title test","chromium","2026-06-28","passed","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","2886","Register user Marcus","chromium","2026-06-28","passed","2026-06-28","","registerpage.spec.ts","",""
"","399","GET API - get all users","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","2458","homepage logo visible test","chromium","2026-06-28","passed","2026-06-28","","homepage.spec.ts","",""
"","6448","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","7268","Verify success message is displayin after product is added to cart","chromium","2026-06-28","passed","2026-06-28","","productPage.spec.ts","",""
"","287","POST API - create user","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","6998","Verify product information/Data","chromium","2026-06-28","passed","2026-06-28","","productPage.spec.ts","",""
"","5944","Search result count test macbook - MacBook Air","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","1809","forgot password link exist","chromium","2026-06-28","passed","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","2268","user is able to login test","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","405","GET -schema validation- get all user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.schema.spec.ts","",""
"","354","@smoke get user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","2495","homepage headers exist test","chromium","2026-06-28","passed","2026-06-28","","homepage.spec.ts","",""
"","2610","homepage title test","chromium","2026-06-28","passed","2026-06-28","","homepage.spec.ts","",""
"","276","mock search data api","chromium","2026-06-28","passed","2026-06-28","","API/intercept.spec.ts","",""
"","5982","Search result count test imac - iMac","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","6061","Search result product list test","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","2165","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","2436","footer link list test","chromium","2026-06-28","passed","2026-06-28","","homepage.spec.ts","",""
"","2104","@regression invalid login test with - invalid@open.com - wrong23","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","3064","Register user Alicia","chromium","2026-06-28","passed","2026-06-28","","registerpage.spec.ts","",""
"","6516","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","2513","intercept and log the request","chromium","2026-06-28","passed","2026-06-28","","API/intercept.spec.ts","",""
"","2480","homepage headers exist test","chromium","2026-06-28","passed","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","5989","Search result count test macbook - MacBook Pro","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","2536","logout link exist test","chromium","2026-06-28","passed","2026-06-28","","homepage.spec.ts","",""
"","6913","@regression Select product from search result product list test","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","288","DELETE API - delete user","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","1447","@regression POST - Create user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.indi.spec.ts","",""
"","2230","@regression invalid login test with - - pw123","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","285","@smoke Update user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","2401","homepage title test","chromium","2026-06-28","passed","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","1765","login page title test","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","287","PUT API- update name","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","1826","forgot password link exist","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","0","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-06-28","skipped","2026-06-28","","productPage.spec.ts","",""
"","2338","@regression invalid login test with - savi@opencart.com - ssaff","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
