"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6816","Search result count test macbook - MacBook Pro","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","7521","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","862","GET - get location data","chromium","2026-07-07","passed","2026-07-07","","API/amedus.oauth2.spec.ts","",""
"","8192","Verify success message is displayin after product is added to cart","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","6651","Search result count test macbook - MacBook Air","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","3270","intercept and log the request","chromium","2026-07-07","passed","2026-07-07","","API/intercept.spec.ts","",""
"","328","PUT API- update name","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","347","Update user partial test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","2983","invalid login test with - savi@opencart.com - ssaff","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","3092","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2522","forgot password link exist","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","1","PUT - Update user","chromium","2026-07-07","skipped","2026-07-07","","API/users.api.indi.spec.ts","",""
"","3275","@sanity logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","3196","footer link list test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","2422","DELETE API - delete user","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","8890","Verify user is on Shopping Cart page","chromium","2026-07-07","passed","2026-07-07","","cartPage.spec.ts","",""
"","1","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-07-07","skipped","2026-07-07","","productPage.spec.ts","",""
"","3438","invalid login test with - invalid@open.com - wrong23","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","7631","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2436","forgot password link exist","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2261","login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","2755","invalid login test with - - pw123","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","3720","Register user Sophie","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","3169","@sanity homepage title test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","1207","@smoke Update user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","3185","homepage headers exist test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","2997","@smoke invalid login test with JSON data - - Test@123","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","288","mock search data api","chromium","2026-07-07","passed","2026-07-07","","API/intercept.spec.ts","",""
"","2820","@regression POST - Create user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.indi.spec.ts","",""
"","3607","Register user Alicia","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","2154","Delete user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","3312","@sanity homepage logo visible test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","7673","Verify product image count","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","3449","homepage headers exist test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","2347","@smoke create user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","346","POST API - create user","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","2782","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2495","GET - schema validation - get user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.schema.spec.ts","",""
"","7805","Verify product information/Data","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","1367","GET API - get all users","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","3683","Register user Marcus","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","4234","login to app using wrong credentials with data driven test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","3443","user is able to login test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","7321","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2229","login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","3054","logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","6777","Search result product list test","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","3314","homepage title test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","2034","@smoke DELETE - delete user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.indi.spec.ts","",""
"","7858","@regression Select product from search result product list test","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","332","GET -schema validation- get all user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.schema.spec.ts","",""
"","320","@smoke get user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","3216","@regression user is able to login test","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","6618","Search result count test imac - iMac","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
