"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1835","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","2370","@smoke user is able to login to app test","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","7182","@smoke GET -- get a user","chromium","2026-07-07","passed","2026-07-07","","api/users.api.schema.spec.ts","",""
"","2599","@smoke home page title test","chromium","2026-07-07","passed","2026-07-07","","homepagefix.spec.ts","",""
"","2283","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2503","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2882","@smoke GET -- get all users","chromium","2026-07-07","passed","2026-07-07","","api/users.api.schema.spec.ts","",""
"","1944","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","2641","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","productpage.spec.ts","",""
"","1924","@smoke login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","2523","@smoke intercept and log requests","chromium","2026-07-07","passed","2026-07-07","","api/intercept.spec.ts","",""
"","2631","@smoke logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepagefix.spec.ts","",""
"","2335","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","productpage.spec.ts","",""
