"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6212","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2560","logout link exist test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","2361","@sanity homepage title test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","3212","login to app using wrong credentials with data driven test","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","1675","login page title test","chromium","2026-07-09","passed","2026-07-09","","loginpageBeforeFixture.spec.ts","",""
"","2803","GET - schema validation - get user","chromium","2026-07-09","passed","2026-07-09","","API/users.api.schema.spec.ts","",""
"","1727","POST API - create user","chromium","2026-07-09","passed","2026-07-09","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","2495","homepage headers exist test","chromium","2026-07-09","passed","2026-07-09","","homepageBeforeFixture.spec.ts","",""
"","6929","@regression Select product from search result product list test","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2632","homepage title test","chromium","2026-07-09","passed","2026-07-09","","homepageBeforeFixture.spec.ts","",""
"","788","@smoke get user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","1126","GET - get location data","chromium","2026-07-09","passed","2026-07-09","","API/amedus.oauth2.spec.ts","",""
"","6241","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2404","footer link list test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","2031","GET API - get all users","chromium","2026-07-09","passed","2026-07-09","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","7462","PUT API- update name","chromium","2026-07-09","passed","2026-07-09","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","5867","Search result count test imac - iMac","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","284","mock search data api","chromium","2026-07-09","passed","2026-07-09","","API/intercept.spec.ts","",""
"","6941","Verify success message is displayin after product is added to cart","chromium","2026-07-09","passed","2026-07-09","","productPage.spec.ts","",""
"","5921","Search result count test macbook - MacBook Pro","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2313","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","2240","invalid login test with - savi@opencart.com - ssaff","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","2291","@regression user is able to login test","chromium","2026-07-09","passed","2026-07-09","","loginpageBeforeFixture.spec.ts","",""
"","2607","homepage headers exist test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","2225","invalid login test with - - pw123","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","6892","Verify product information/Data","chromium","2026-07-09","passed","2026-07-09","","productPage.spec.ts","",""
"","3313","DELETE API - delete user","chromium","2026-07-09","passed","2026-07-09","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","947","@smoke Update user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","5956","Search result product list test","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","1786","login page title test","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","7337","Verify user is on Shopping Cart page","chromium","2026-07-09","passed","2026-07-09","","cartPage.spec.ts","",""
"","1","PUT - Update user","chromium","2026-07-09","skipped","2026-07-09","","API/users.api.indi.spec.ts","",""
"","2731","Register user Marcus","chromium","2026-07-09","passed","2026-07-09","","registerpage.spec.ts","",""
"","2006","@smoke create user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","2395","@sanity logout link exist test","chromium","2026-07-09","passed","2026-07-09","","homepageBeforeFixture.spec.ts","",""
"","6574","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2943","intercept and log the request","chromium","2026-07-09","passed","2026-07-09","","API/intercept.spec.ts","",""
"","4235","Update user partial test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","5950","Search result count test macbook - MacBook Air","chromium","2026-07-09","passed","2026-07-09","","search.spec.ts","",""
"","2155","invalid login test with - invalid@open.com - wrong23","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","1776","Delete user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.spec.ts","",""
"","4744","@regression POST - Create user test","chromium","2026-07-09","passed","2026-07-09","","API/users.api.indi.spec.ts","",""
"","2169","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","1845","forgot password link exist","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","2282","@smoke invalid login test with JSON data - - Test@123","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","11572","@smoke DELETE - delete user","chromium","2026-07-09","passed","2026-07-09","","API/users.api.indi.spec.ts","",""
"","2528","user is able to login test","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","2868","Register user Sophie","chromium","2026-07-09","passed","2026-07-09","","registerpage.spec.ts","",""
"","1734","GET -schema validation- get all user","chromium","2026-07-09","passed","2026-07-09","","API/users.api.schema.spec.ts","",""
"","2807","Register user Alicia","chromium","2026-07-09","passed","2026-07-09","","registerpage.spec.ts","",""
"","2380","@sanity homepage logo visible test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","1919","forgot password link exist","chromium","2026-07-09","passed","2026-07-09","","loginpageBeforeFixture.spec.ts","",""
"","0","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-07-09","skipped","2026-07-09","","productPage.spec.ts","",""
"","6433","Verify product image count","chromium","2026-07-09","passed","2026-07-09","","productPage.spec.ts","",""
