"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42972","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-07-07","broken","2026-07-07","","search.spec.ts","",""
"","43114","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-07-07","broken","2026-07-07","","search.spec.ts","",""
"","7655","@smoke DELETE - delete user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.indi.spec.ts","",""
"","42862","@smoke invalid login test with JSON data - - Test@123","chromium","2026-07-07","broken","2026-07-07","","loginpage.spec.ts","",""
"","297","@smoke create user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","1109","@smoke get user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","42783","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-07-07","broken","2026-07-07","","loginpage.spec.ts","",""
"","42755","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-07-07","broken","2026-07-07","","search.spec.ts","",""
"","291","@smoke Update user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","42921","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-07-07","broken","2026-07-07","","loginpage.spec.ts","",""
