"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1034","@regression POST - Create user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.indi.spec.ts","",""
"","2059","@regression invalid login test with - savi@opencart.com - ssaff","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2878","Register user Alicia","chromium","2026-06-29","passed","2026-06-29","","registerpage.spec.ts","",""
"","2177","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","6543","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2807","Register user Sophie","chromium","2026-06-29","passed","2026-06-29","","registerpage.spec.ts","",""
"","0","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-06-29","skipped","2026-06-29","","productPage.spec.ts","",""
"","2659","Register user Marcus","chromium","2026-06-29","passed","2026-06-29","","registerpage.spec.ts","",""
"","2466","homepage headers exist test","chromium","2026-06-29","passed","2026-06-29","","homepageBeforeFixture.spec.ts","",""
"","6120","Search result count test macbook - MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","7437","Verify user is on Shopping Cart page","chromium","2026-06-29","passed","2026-06-29","","cartPage.spec.ts","",""
"","1776","forgot password link exist","chromium","2026-06-29","passed","2026-06-29","","loginpageBeforeFixture.spec.ts","",""
"","286","@smoke Update user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","2328","homepage title test","chromium","2026-06-29","passed","2026-06-29","","homepageBeforeFixture.spec.ts","",""
"","6938","Verify product information/Data","chromium","2026-06-29","passed","2026-06-29","","productPage.spec.ts","",""
"","286","GET API - get all users","chromium","2026-06-29","passed","2026-06-29","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","2442","homepage title test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","6613","Verify success message is displayin after product is added to cart","chromium","2026-06-29","passed","2026-06-29","","productPage.spec.ts","",""
"","335","GET - schema validation - get user","chromium","2026-06-29","passed","2026-06-29","","API/users.api.schema.spec.ts","",""
"","276","Update user partial test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","2305","logout link exist test","chromium","2026-06-29","passed","2026-06-29","","homepageBeforeFixture.spec.ts","",""
"","0","PUT - Update user","chromium","2026-06-29","skipped","2026-06-29","","API/users.api.indi.spec.ts","",""
"","6596","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","6590","@regression Select product from search result product list test","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1946","login page title test","chromium","2026-06-29","passed","2026-06-29","","loginpageBeforeFixture.spec.ts","",""
"","2267","@regression invalid login test with - invalid@open.com - wrong23","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","874","@smoke DELETE - delete user","chromium","2026-06-29","passed","2026-06-29","","API/users.api.indi.spec.ts","",""
"","5870","Search result count test macbook - MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2305","user is able to login test","chromium","2026-06-29","passed","2026-06-29","","loginpageBeforeFixture.spec.ts","",""
"","2230","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","640","GET -schema validation- get all user","chromium","2026-06-29","passed","2026-06-29","","API/users.api.schema.spec.ts","",""
"","290","DELETE API - delete user","chromium","2026-06-29","passed","2026-06-29","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","274","Delete user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","6371","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2493","homepage headers exist test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","1852","forgot password link exist","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","285","PUT API- update name","chromium","2026-06-29","passed","2026-06-29","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","2517","footer link list test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","2427","homepage logo visible test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","2479","user is able to login test","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","6937","Verify product image count","chromium","2026-06-29","passed","2026-06-29","","productPage.spec.ts","",""
"","5955","Search result count test imac - iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1778","login page title test","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2167","@smoke invalid login test with JSON data - - Test@123","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2551","logout link exist test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","892","@regression GET - get location data","chromium","2026-06-29","passed","2026-06-29","","API/amedus.oauth2.spec.ts","",""
"","278","@smoke create user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","217","mock search data api","chromium","2026-06-29","passed","2026-06-29","","API/intercept.spec.ts","",""
"","2030","@regression invalid login test with - - pw123","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","287","POST API - create user","chromium","2026-06-29","passed","2026-06-29","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","276","@smoke get user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","3096","@regression login to app using wrong credentials with data driven test","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2492","intercept and log the request","chromium","2026-06-29","passed","2026-06-29","","API/intercept.spec.ts","",""
"","5897","Search result product list test","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
