"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-06-28","skipped","2026-06-28","","productPage.spec.ts","",""
"","42766","footer link list test","chromium","2026-06-28","broken","2026-06-28","","homepage.spec.ts","",""
"","42813","Verify success message is displayin after product is added to cart","chromium","2026-06-28","broken","2026-06-28","","productPage.spec.ts","",""
"","40176","Verify product image count","chromium","2026-06-28","broken","2026-06-28","","productPage.spec.ts","",""
"","40181","intercept and log the request","chromium","2026-06-28","broken","2026-06-28","","API/intercept.spec.ts","",""
"","40182","homepage logo visible test","chromium","2026-06-28","broken","2026-06-28","","homepage.spec.ts","",""
"","40176","homepage headers exist test","chromium","2026-06-28","broken","2026-06-28","","homepage.spec.ts","",""
"","42863","Register user Marcus","chromium","2026-06-28","broken","2026-06-28","","registerpage.spec.ts","",""
"","621","PUT API- update name","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","0","PUT - Update user","chromium","2026-06-28","skipped","2026-06-28","","API/users.api.indi.spec.ts","",""
"","699","@smoke create user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","371","GET API - get all users","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","42801","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","40192","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","602","GET - schema validation - get user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.schema.spec.ts","",""
"","1206","@regression GET - get location data","chromium","2026-06-28","passed","2026-06-28","","API/amedus.oauth2.spec.ts","",""
"","40174","Register user Sophie","chromium","2026-06-28","broken","2026-06-28","","registerpage.spec.ts","",""
"","411","Update user partial test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","43003","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","203","mock search data api","chromium","2026-06-28","passed","2026-06-28","","API/intercept.spec.ts","",""
"","40191","Register user Alicia","chromium","2026-06-28","broken","2026-06-28","","registerpage.spec.ts","",""
"","432","@smoke get user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","1863","@regression POST - Create user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.indi.spec.ts","",""
"","40176","login page title test","chromium","2026-06-28","broken","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","40180","login page title test","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","40175","@smoke invalid login test with JSON data - - Test@123","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","40183","@regression invalid login test with - savi@opencart.com - ssaff","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","40180","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","40185","Verify user is on Shopping Cart page","chromium","2026-06-28","broken","2026-06-28","","cartPage.spec.ts","",""
"","518","DELETE API - delete user","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","43027","Search result product list test","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","40173","homepage headers exist test","chromium","2026-06-28","broken","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","42793","@regression login to app using wrong credentials with data driven test","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","323","Delete user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","42829","forgot password link exist","chromium","2026-06-28","broken","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","42796","logout link exist test","chromium","2026-06-28","broken","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","43013","Search result count test macbook - MacBook Air","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","40183","@regression Select product from search result product list test","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","40188","homepage title test","chromium","2026-06-28","broken","2026-06-28","","homepage.spec.ts","",""
"","464","POST API - create user","chromium","2026-06-28","passed","2026-06-28","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","42737","Search result count test imac - iMac","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","42940","Verify product information/Data","chromium","2026-06-28","broken","2026-06-28","","productPage.spec.ts","",""
"","40182","logout link exist test","chromium","2026-06-28","broken","2026-06-28","","homepage.spec.ts","",""
"","40163","homepage title test","chromium","2026-06-28","broken","2026-06-28","","homepageBeforeFixture.spec.ts","",""
"","40180","forgot password link exist","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","42886","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
"","40181","user is able to login test","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","42779","user is able to login test","chromium","2026-06-28","broken","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","40186","@regression invalid login test with - invalid@open.com - wrong23","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","380","GET -schema validation- get all user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.schema.spec.ts","",""
"","1255","@smoke DELETE - delete user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.indi.spec.ts","",""
"","40189","@regression invalid login test with - - pw123","chromium","2026-06-28","broken","2026-06-28","","loginpage.spec.ts","",""
"","318","@smoke Update user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","40184","Search result count test macbook - MacBook Pro","chromium","2026-06-28","broken","2026-06-28","","search.spec.ts","",""
