"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3197","@regression user is able to login test","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","2985","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","1700","Update user partial test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","3344","@sanity homepage logo visible test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","3731","Register user Marcus","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","3280","logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","3240","@sanity logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","305","GET -schema validation- get all user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.schema.spec.ts","",""
"","0","Verify cart is displaying exact number of products after product is added to cart firstTime","chromium","2026-07-07","skipped","2026-07-07","","productPage.spec.ts","",""
"","4552","login to app using wrong credentials with data driven test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","301","GET API - get all users","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","3231","footer link list test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","1813","@smoke get user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","6637","Search result count test imac - iMac","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","307","@smoke Update user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","2406","login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","904","GET - get location data","chromium","2026-07-07","passed","2026-07-07","","API/amedus.oauth2.spec.ts","",""
"","3274","homepage headers exist test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","3235","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","10320","@smoke DELETE - delete user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.indi.spec.ts","",""
"","3191","intercept and log the request","chromium","2026-07-07","passed","2026-07-07","","API/intercept.spec.ts","",""
"","3630","Register user Sophie","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","3193","homepage title test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","3669","Register user Alicia","chromium","2026-07-07","passed","2026-07-07","","registerpage.spec.ts","",""
"","8146","Verify success message is displayin after product is added to cart","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","3103","@smoke invalid login test with JSON data - - Test@123","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","3138","user is able to login test","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2515","@smoke create user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","306","DELETE API - delete user","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","322","mock search data api","chromium","2026-07-07","passed","2026-07-07","","API/intercept.spec.ts","",""
"","2528","forgot password link exist","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2464","login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","3375","@sanity homepage title test","chromium","2026-07-07","passed","2026-07-07","","homepage.spec.ts","",""
"","6828","Search result count test macbook - MacBook Pro","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","7888","Verify product information/Data","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","3157","GET - schema validation - get user","chromium","2026-07-07","passed","2026-07-07","","API/users.api.schema.spec.ts","",""
"","7384","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","8876","Verify user is on Shopping Cart page","chromium","2026-07-07","passed","2026-07-07","","cartPage.spec.ts","",""
"","7350","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","3019","invalid login test with - savi@opencart.com - ssaff","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","0","PUT - Update user","chromium","2026-07-07","skipped","2026-07-07","","API/users.api.indi.spec.ts","",""
"","2890","invalid login test with - invalid@open.com - wrong23","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","2922","invalid login test with - - pw123","chromium","2026-07-07","passed","2026-07-07","","loginpage.spec.ts","",""
"","4610","POST API - create user","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","304","PUT API- update name","chromium","2026-07-07","passed","2026-07-07","running e2e go rest api test","API/users.api.sep.spec.ts","",""
"","3495","@regression POST - Create user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.indi.spec.ts","",""
"","3267","homepage headers exist test","chromium","2026-07-07","passed","2026-07-07","","homepageBeforeFixture.spec.ts","",""
"","2338","forgot password link exist","chromium","2026-07-07","passed","2026-07-07","","loginpageBeforeFixture.spec.ts","",""
"","6736","Search result product list test","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","7802","Verify product image count","chromium","2026-07-07","passed","2026-07-07","","productPage.spec.ts","",""
"","6743","Search result count test macbook - MacBook Air","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2591","Delete user test","chromium","2026-07-07","passed","2026-07-07","","API/users.api.spec.ts","",""
"","7806","@regression Select product from search result product list test","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","7279","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
