"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3301","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","3128","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","productpage.spec.ts","",""
"","3239","@smoke logout link exist test","chromium","2026-07-07","passed","2026-07-07","","homepagefix.spec.ts","",""
"","3860","@smoke GET -- get all users","chromium","2026-07-07","passed","2026-07-07","","api/users.api.schema.spec.ts","",""
"","3078","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","productpage.spec.ts","",""
"","2969","@smoke home page title test","chromium","2026-07-07","passed","2026-07-07","","homepagefix.spec.ts","",""
"","2458","@smoke login page title test","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","3230","@smoke intercept and log requests","chromium","2026-07-07","passed","2026-07-07","","api/intercept.spec.ts","",""
"","5311","@smoke GET -- get a user","chromium","2026-07-07","passed","2026-07-07","","api/users.api.schema.spec.ts","",""
"","2476","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","3198","@smoke comp logo exists on product page","chromium","2026-07-07","passed","2026-07-07","","search.spec.ts","",""
"","2487","@smoke footers exist on product page","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
"","3295","@smoke user is able to login to app test","chromium","2026-07-07","passed","2026-07-07","","loginpagefix.spec.ts","",""
